round,winner,results,year,gender,player1,player2,firstServe1,firstServe2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,break1,break2,return1,return2,net1,net2
First,Ivan Ljubicic,6-3 6-3 7-6(2),2011,m,Ivan Ljubicic,Peter Luczak,61%,60%,86%,71%,64%,43%,25%,0%,39%,23%,64%,53%
First,Viktor Troicki,6-2 3-6 6-2 6-0,2011,m,Viktor Troicki,Dmitry Tursunov,58%,59%,72%,57%,59%,43%,44%,33%,47%,33%,73.0%,59.0%
First,Nicolas Mahut,6-3 6-4 6-4,2011,m,Nicolas Mahut,Brian Dabul,62%,59%,84%,58%,46%,71%,50%,25%,37%,29%,66.0%,54.0%
First,Ivan Dodig,6-4 3-6 6-7(5) 6-4 6-4,2011,m,Ivan Dodig,Ivo Karlovic,64%,70%,84%,80%,70%,54%,38%,33%,27%,20%,72.0%,52.0%
First,Novak Djokovic,6-1 6-3 6-1,2011,m,Novak Djokovic,Marcel Granollers,67%,48%,75%,68%,68%,24%,58%,50%,53%,27%,68%,55%
First,Andy Roddick,6-1 6-2 6-2,2011,m,Andy Roddick,Jan Hajek,68%,58%,80%,58%,54%,35%,46%,0%,49%,28%,100%,61%
First,Igor Kunitsyn,6-7(1) 6-4 6-4 7-6(6),2011,m,Igor Kunitsyn,Michal Przysiezny,59%,58%,66%,66%,56%,42%,44%,63%,42%,38%,74.0%,60.0%
First,Robin Haase,6-4 6-3 7-6(5),2011,m,Robin Haase,Carlos Berlocq,57%,49%,73%,71%,60%,46%,63%,33%,40%,31%,68.0%,60.0%
First,Juan Monaco,7-6(5) 7-6(4) 6-2,2011,m,Juan Monaco,Simon Greul,72%,59%,67%,57%,48%,42%,33%,50%,47%,38%,67%,73%
First,Stanislas Wawrinka,7-6(3) 6-4 6-4,2011,m,Stanislas Wawrinka,Teimuraz Gabashvili,54%,52%,78%,68%,55%,55%,30%,50%,37%,31%,52%,60%
First,Grigor Dimitrov,6-1 6-4 6-2,2011,m,Grigor Dimitrov,Andrey Golubev,57%,60%,78%,58%,77%,43%,38%,0%,47%,22%,73.0%,58.0%
First,Frederico Gil,6-4 6-7(7) 4-6 6-3 9-7,2011,m,Frederico Gil,Pablo Cuevas,63%,56%,68%,66%,51%,48%,50%,33%,41%,38%,69.0%,60.0%
First,Gael Monfils,6-7(5) 2-6 7-5 6-2 6-1,2011,m,Gael Monfils,Thiemo de Bakker,64%,62%,76%,63%,49%,40%,32%,56%,44%,33%,58%,60%
First,Mardy Fish,2-6 4-6 6-3 7-5 6-3,2011,m,Mardy Fish,Victor Hanescu,57%,75%,77%,67%,50%,54%,46%,42%,36%,34%,75%,61%
First,Tommy Robredo,7-6(4) 6-3 6-4,2011,m,Tommy Robredo,Somdev Devvarman,62%,66%,73%,69%,60%,42%,33%,25%,39%,32%,74.0%,62.0%
First,Sergiy Stakhovsky,6-2 6-3 6-4,2011,m,Sergiy Stakhovsky,Daniel Brands,68%,65%,77%,71%,52%,19%,60%,100%,45%,31%,68.0%,71.0%
First,Lukasz Kubot,5-7 6-2 3-6 6-1 8-6,2011,m,Lukasz Kubot,Sam Querrey,68%,67%,75%,63%,41%,51%,54%,33%,40%,34%,71%,71%
First,Albert Montanes,6-4 6-2 3-6 2-6 7-5,2011,m,Albert Montanes,Dustin Brown,58%,69%,68%,76%,70%,31%,31%,25%,36%,31%,55.0%,66.0%
First,Xavier Malisse,6-1 6-2 7-6(3),2011,m,Xavier Malisse,Pablo Andujar,58%,66%,67%,53%,66%,54%,67%,67%,47%,32%,65.0%,61.0%
First,Gilles Simon,6-7(3) 6-2 6-4 6-2,2011,m,Gilles Simon,Yen-Hsun Lu,49%,60%,77%,66%,59%,46%,55%,17%,41%,31%,82%,71%
First,Roger Federer,6-1 6-1 6-3,2011,m,Roger Federer,Lukas Lacko,64%,67%,87%,59%,67%,22%,50%,100%,52%,20%,80%,50%
Final,Novak Djokovic,5-7 6-4 6-2 6-7(5) 7-5,2012,m,Novak Djokovic,Rafael Nadal,59%,67%,68%,66%,63%,45%,35%,67%,41%,34%,74%,84%
semi,Novak Djokovic,6-3 3-6 6-7(4) 6-1 7-5,2012,m,Novak Djokovic,Andy Murray,61%,63%,66%,64%,45%,30%,42%,29%,49%,42%,75%,70%
semi,Rafael Nadal,6-7(5) 6-2 7-6(5) 6-4,2012,m,Rafael Nadal,Roger Federer,77%,64%,69%,66%,63%,55%,38%,30%,38%,33%,33%,61%
quarter,Novak Djokovic,6-4 7-6(4) 6-1,2012,m,Novak Djokovic,David Ferrer,53%,65%,71%,61%,67%,50%,42%,50%,43%,31%,78%,50%
quarter,Andy Murray,6-3 6-3 6-1,2012,m,Andy Murray,Kei Nishikori,44%,60%,78%,54%,58%,37%,39%,20%,53%,33%,84%,59%
quarter,Roger Federer,6-4 6-3 6-2,2012,m,Roger Federer,Juan Martin Del Potro,57%,67%,89%,57%,58%,55%,63%,17%,44%,25%,75%,73%
quarter,Rafael Nadal,6-7(5) 7-6(6) 6-4 6-3,2012,m,Rafael Nadal,Tomas Berdych,71%,62%,76%,74%,49%,45%,38%,15%,37%,32%,77%,53%
Fourth,Novak Djokovic,6-1 6-3 4-6 6-3,2012,m,Novak Djokovic,Lleyton Hewitt,62%,53%,73%,68%,56%,36%,67%,67%,47%,33%,52%,79%
Fourth,David Ferrer,6-4 6-4 6-1,2012,m,David Ferrer,Richard Gasquet,63%,71%,87%,52%,37%,50%,78%,67%,49%,32%,86%,56%
Fourth,Andy Murray,6-1 6-1 1-0 ret.,2012,m,Andy Murray,Mikhail Kukushkin,65%,70%,68%,18%,58%,50%,64%,67%,64%,35%,67%,60%
Fourth,Kei Nishikori,2-6 6-2 6-1 3-6 6-3,2012,m,Kei Nishikori,Jo-Wilfried Tsonga,66%,59%,70%,68%,53%,42%,32%,33%,42%,36%,58%,59%
Fourth,Juan Martin Del Potro,6-4 6-2 6-1,2012,m,Juan Martin Del Potro,Philipp Kohlschreiber,64%,55%,80%,67%,56%,23%,44%,33%,53%,29%,62%,63%
Fourth,Roger Federer,6-4 6-2 6-2,2012,m,Roger Federer,Bernard Tomic,58%,75%,84%,56%,56%,38%,60%,20%,48%,28%,76%,38%
Fourth,Tomas Berdych,4-6 7-6(5) 7-6(3) 7-6(2),2012,m,Tomas Berdych,Nicolas Almagro,56%,58%,87%,76%,59%,58%,11%,22%,32%,26%,76%,75%
Fourth,Rafael Nadal,6-4 6-4 6-2,2012,m,Rafael Nadal,Feliciano Lopez,80%,57%,81%,66%,64%,38%,28%,25%,46%,23%,71%,72%
Third,Novak Djokovic,6-0 6-1 6-1,2012,m,Novak Djokovic,Nicolas Mahut,62%,65%,84%,49%,70%,22%,62%,0%,61%,21%,67%,45%
Third,Lleyton Hewitt,4-6 6-3 7-6(5) 6-3,2012,m,Lleyton Hewitt,Milos Raonic,57%,53%,74%,77%,54%,52%,60%,25%,35%,35%,68%,51%
Third,Richard Gasquet,6-3 6-3 6-1,2012,m,Richard Gasquet,Janko Tipsarevic,60%,49%,71%,51%,74%,47%,50%,100%,51%,28%,85%,63%
Third,David Ferrer,7-5 6-2 6-1,2012,m,David Ferrer,Juan Ignacio Chela,55%,64%,65%,53%,55%,26%,62%,50%,57%,39%,68%,57%
Third,Andy Murray,6-4 6-2 6-0,2012,m,Andy Murray,Michael Llodra,60%,58%,70%,71%,71%,18%,46%,0%,51%,30%,78%,50%
Third,Mikhail Kukushkin,6-2 7-5 5-7 1-6 6-4,2012,m,Mikhail Kukushkin,Gael Monfils,66%,65%,64%,64%,47%,38%,35%,53%,45%,42%,61%,53%
Third,Kei Nishikori,4-6 7-6(3) 7-6(4) 6-3,2012,m,Kei Nishikori,Julien Benneteau,70%,67%,68%,60%,50%,42%,54%,86%,46%,37%,57%,60%
Third,Jo-Wilfried Tsonga,6-2 6-2 6-2,2012,m,Jo-Wilfried Tsonga,Frederico Gil,54%,71%,84%,48%,63%,60%,86%,0%,49%,26%,67%,47%
Third,Philipp Kohlschreiber,6-3 6-2 7-6(3),2012,m,Philipp Kohlschreiber,Alejandro Falla,52%,66%,79%,65%,64%,39%,63%,33%,44%,28%,83%,71%
Third,Juan Martin Del Potro,6-2 6-3 6-0,2012,m,Juan Martin Del Potro,Yen-Hsun Lu,57%,58%,85%,56%,58%,36%,70%,38.0%,52%,27%,80%,59%
Third,Bernard Tomic,4-6 7-6(0) 7-6(6) 2-6 6-3,2012,m,Bernard Tomic,Alexandr Dolgopolov,69%,45%,63%,78%,56%,53%,44%,33%,36%,39%,62%,70%
Third,Roger Federer,7-6(6) 7-5 6-3,2012,m,Roger Federer,Ivo Karlovic,62%,71%,80%,76%,74%,34%,33%,0%,36%,22%,69%,52%
Third,Tomas Berdych,7-6(5) 7-6(1) 6-1,2012,m,Tomas Berdych,Kevin Anderson,53%,69%,81%,71%,64%,41%,18%,0%,39%,27%,76%,44%
Third,Nicolas Almagro,7-6(2) 6-2 6-4,2012,m,Nicolas Almagro,Stanislas Wawrinka,56%,53%,72%,57%,63%,47%,38%,100%,47%,32%,67%,50%
Third,Feliciano Lopez,6-3 6-7(3) 6-4 6-7(0) 6-1,2012,m,Feliciano Lopez,John Isner,56%,73%,76%,72%,64%,44%,55%,25%,35%,29%,71%,64%
Third,Rafael Nadal,6-2 6-4 6-2,2012,m,Rafael Nadal,Lukas Lacko,81%,67%,85%,60%,46%,42%,50%,20%,46%,22%,75%,70%
Second,Novak Djokovic,6-3 6-2 6-1,2012,m,Novak Djokovic,Santiago Giraldo,55%,52%,81%,63%,66%,31%,54%,50%,52%,26%,69%,50%
Second,Nicolas Mahut,1-6 7-6(6) 6-2 6-2,2012,m,Nicolas Mahut,Tatsuma Ito,69%,62%,64%,62%,37%,44%,44%,55%,45%,45%,64%,53%
Second,Milos Raonic,6-4 5-7 6-2 7-5,2012,m,Milos Raonic,Philipp Petzschner,54%,54%,81%,79%,54%,40%,71%,18%,39%,32%,53%,66%
Second,Lleyton Hewitt,3-6 6-3 6-4 ret.,2012,m,Lleyton Hewitt,Andy Roddick,58%,62%,82%,68%,52%,54%,43%,40%,37%,31%,68%,44%
Second,Janko Tipsarevic,3-6 6-2 7-6(5) 6-4,2012,m,Janko Tipsarevic,James Duckworth,56%,66%,80%,66%,61%,44%,31%,60%,41%,29%,71%,69%
Second,Richard Gasquet,6-4 6-2 3-0 ret.,2012,m,Richard Gasquet,Andrey Golubev,60%,66%,78%,46%,50%,46%,35%,100%,54%,33%,68%,62%
Second,Juan Ignacio Chela,6-4 6-4 6-3,2012,m,Juan Ignacio Chela,Pablo Andujar,70%,57%,60%,51%,52%,39%,53%,42%,54%,43%,64%,70%
Second,David Ferrer,6-7(4) 6-2 3-6 6-2 6-3,2012,m,David Ferrer,Ryan Sweeting,67%,63%,68%,64%,54%,45%,70%,30%,43%,37%,53%,74%
Second,Andy Murray,6-1 6-4 6-4,2012,m,Andy Murray,Edouard Roger-Vasselin,68%,56%,85%,66%,60%,43%,33%,0%,44%,23%,78%,67%
Second,Michael Llodra,6-1 6-3 4-6 5-7 6-4,2012,m,Michael Llodra,Alex Jr. Bogomolov,59%,77%,66%,58%,48%,34%,65%,57%,47%,41%,74.0%,57.0%
Second,Mikhail Kukushkin,5-7 6-4 6-2 4-6 6-3,2012,m,Mikhail Kukushkin,Viktor Troicki,63%,53%,71%,63%,55%,53%,39%,45%,42%,35%,49%,63%
Second,Gael Monfils,2-6 6-0 6-4 6-2,2012,m,Gael Monfils,Thomaz Bellucci,61%,56%,69%,62%,49%,42%,44%,25%,47%,39%,62%,61%
Second,Julien Benneteau,7-5 7-6(8) 1-6 3-6 6-2,2012,m,Julien Benneteau,Gilles Simon,63%,64%,63%,64%,50%,48%,39%,47%,42%,42%,66%,63%
Second,Kei Nishikori,3-6 1-6 6-4 6-1 6-1,2012,m,Kei Nishikori,Matthew Ebden,67%,66%,61%,67%,52%,40%,42%,50%,42%,42%,56%,64%
Second,Frederico Gil,6-3 4-6 6-4 6-3,2012,m,Frederico Gil,Marcel Granollers,70%,59%,70%,70%,58%,40%,40%,50%,42%,34%,71.0%,60.0%
Second,Jo-Wilfried Tsonga,7-5 6-4 6-4,2012,m,Jo-Wilfried Tsonga,Ricardo Mello,73%,51%,74%,67%,52%,51%,50%,33%,41%,32%,76%,62%
Second,Alejandro Falla,7-6(4) 6-3 7-6(6),2012,m,Alejandro Falla,Mardy Fish,59%,62%,65%,62%,58%,49%,83%,36%,43%,38%,77%,61%
Second,Philipp Kohlschreiber,6-0 4-0 ret.,2012,m,Philipp Kohlschreiber,Pere Riba,77%,42%,90%,47%,50%,24%,71%,0%,67%,19%,100%,43%
Second,Yen-Hsun Lu,7-5 6-2 6-2,2012,m,Yen-Hsun Lu,Florent Serra,69%,61%,89%,60%,71%,44%,42%,0%,46%,16%,72.0%,59.0%
Second,Juan Martin Del Potro,6-4 7-5 6-3,2012,m,Juan Martin Del Potro,Blaz Kavcic,64%,57%,76%,67%,48%,32%,58%,100%,48%,34%,60%,69%
Second,Alexandr Dolgopolov,4-6 6-1 6-1 3-6 8-6,2012,m,Alexandr Dolgopolov,Tobias Kamke,61%,59%,76%,57%,43%,55%,45%,38%,44%,37%,70%,57%
Second,Bernard Tomic,3-6 6-3 7-6(3) 6-3,2012,m,Bernard Tomic,Sam Querrey,68%,62%,77%,85%,66%,40%,30%,67%,32%,27%,82%,60%
Second,Ivo Karlovic,7-6(4) 3-6 6-3 6-4,2012,m,Ivo Karlovic,Carlos Berlocq,66%,75%,72%,72%,62%,46%,33%,25%,35%,31%,65.0%,63.0%
Second,Tomas Berdych,6-1 6-0 7-6(4),2012,m,Tomas Berdych,Olivier Rochus,58%,60%,91%,60%,58%,53%,63%,0%,43%,23%,71%,89%
Second,Kevin Anderson,3-6 6-1 7-6(3) 6-3,2012,m,Kevin Anderson,Sergiy Stakhovsky,69%,52%,78%,74%,50%,56%,44%,67%,35%,31%,64.0%,62.0%
Second,Stanislas Wawrinka,7-6(3) 6-4 5-7 6-1,2012,m,Stanislas Wawrinka,Marcos Baghdatis,51%,52%,72%,58%,49%,45%,53%,42%,48%,39%,65%,60%
Second,Nicolas Almagro,4-6 6-3 6-7(4) 6-4 6-0,2012,m,Nicolas Almagro,Grigor Dimitrov,64%,58%,70%,71%,63%,39%,36%,43%,42%,33%,64%,70%
Second,John Isner,4-6 6-3 2-6 7-6(5) 10-8,2012,m,John Isner,David Nalbandian,63%,64%,72%,73%,51%,58%,40%,33%,33%,36%,54%,73%
Second,Feliciano Lopez,7-5 7-6(4) 6-2,2012,m,Feliciano Lopez,Flavio Cipolla,53%,84%,75%,54%,50%,56%,50%,43%,46%,37%,71%,55%
Second,Lukas Lacko,6-3 6-1 3-6 6-3,2012,m,Lukas Lacko,Donald Young,64%,57%,72%,68%,64%,48%,42%,20%,41%,31%,82%,62%
Second,Rafael Nadal,6-4 6-3 6-4,2012,m,Rafael Nadal,Tommy Haas,64%,63%,75%,61%,55%,46%,60%,50%,45%,33%,82%,55%
First,Novak Djokovic,6-2 6-0 6-0,2012,m,Novak Djokovic,Paolo Lorenzi,73%,52%,73%,56%,47%,7%,69%,20%,67%,34%,81%,58%
First,Santiago Giraldo,6-4 6-2 6-1,2012,m,Santiago Giraldo,Matteo Viola,61%,59%,76%,55%,71%,36%,40%,33%,53%,26%,68.0%,58.0%
First,Tatsuma Ito,6-3 4-6 6-3 6-4,2012,m,Tatsuma Ito,Potito Starace,58%,71%,80%,68%,55%,60%,56%,29%,34%,30%,61%,73%
First,Nicolas Mahut,7-5 7-5 6-3,2012,m,Nicolas Mahut,Radek Stepanek,59%,68%,79%,59%,38%,42%,38%,33%,46%,38%,62%,55%
First,Milos Raonic,6-4 6-0 6-2,2012,m,Milos Raonic,Filippo Volandri,62%,44%,84%,57%,58%,45%,50%,0%,50%,26%,62.0%,61.0%
First,Philipp Petzschner,6-0 6-0 6-2,2012,m,Philipp Petzschner,Lukas Rosol,56%,56%,87%,45%,50%,30%,64%,100%,62%,29%,79.0%,64.0%
First,Lleyton Hewitt,7-5 6-4 3-6 7-5,2012,m,Lleyton Hewitt,Cedrik-Marcel Stebe,55%,59%,76%,66%,49%,50%,32%,40%,40%,36%,63%,62%
First,Andy Roddick,6-3 6-4 6-1,2012,m,Andy Roddick,Robin Haase,72%,51%,73%,67%,64%,38%,46%,20%,47%,29%,62%,47%
First,Janko Tipsarevic,5-7 7-6(12) 6-3 6-4,2012,m,Janko Tipsarevic,Dmitry Tursunov,68%,60%,82%,75%,56%,50%,38%,50%,35%,26%,71.0%,62.0%
First,James Duckworth,6-3 6-4 6-4,2012,m,James Duckworth,Jurgen Zopp,63%,60%,79%,67%,58%,48%,44%,25%,40%,29%,59%,58%
First,Andrey Golubev,7-5 6-7(4) 6-4 4-6 6-3,2012,m,Andrey Golubev,Mikhail Youzhny,62%,62%,66%,62%,42%,43%,50%,32%,45%,43%,70.0%,59.0%
First,Richard Gasquet,6-3 3-6 6-3 6-1,2012,m,Richard Gasquet,Andreas Seppi,65%,51%,78%,60%,44%,45%,41%,50%,47%,34%,55%,62%
First,Juan Ignacio Chela,7-6(3) 6-3 6-4,2012,m,Juan Ignacio Chela,Michael Russell,58%,61%,62%,56%,61%,47%,50%,45%,47%,38%,57%,73%
First,Pablo Andujar,6-1 7-6(12) 6-0,2012,m,Pablo Andujar,Igor Kunitsyn,62%,60%,74%,55%,39%,31%,64%,57%,55%,40%,62.0%,69.0%
First,Ryan Sweeting,6-4 6-4 6-2,2012,m,Ryan Sweeting,Matthias Bachinger,70%,60%,85%,70%,58%,47%,50%,0%,39%,23%,69.0%,66.0%
First,David Ferrer,6-1 6-4 6-2,2012,m,David Ferrer,Rui Machado,59%,67%,85%,50%,50%,41%,78%,50%,53%,29%,50%,40%
First,Andy Murray,4-6 6-3 6-4 6-2,2012,m,Andy Murray,Ryan Harrison,54%,62%,71%,66%,60%,48%,33%,29%,41%,34%,70%,68%
First,Edouard Roger-Vasselin,7-6(6) ret.,2012,m,Edouard Roger-Vasselin,Xavier Malisse,72%,54%,74%,74%,67%,46%,14%,50%,39%,28%,72.0%,60.0%
First,Michael Llodra,2-6 6-1 6-2 6-2,2012,m,Michael Llodra,Ernests Gulbis,75%,58%,71%,66%,56%,40%,35%,18%,45%,33%,66.0%,58.0%
First,Alex Jr. Bogomolov,6-3 6-2 6-4,2012,m,Alex Jr. Bogomolov,Daniel Gimeno-Traver,88%,68%,71%,53%,56%,42%,50%,50%,51%,31%,65.0%,67.0%
First,Viktor Troicki,4-6 6-7(3) 6-2 7-6(3) 6-2,2012,m,Viktor Troicki,Juan Carlos Ferrero,60%,63%,81%,66%,49%,59%,50%,33%,37%,32%,72.0%,64.0%
First,Mikhail Kukushkin,6-4 6-3 6-0,2012,m,Mikhail Kukushkin,Guillermo Garcia-Lopez,60%,64%,76%,55%,67%,50%,55%,50%,47%,28%,66.0%,58.0%
First,Thomaz Bellucci,7-6(5) 6-4 6-3,2012,m,Thomaz Bellucci,Dudi Sela,47%,55%,81%,65%,58%,50%,50%,33%,42%,31%,66.0%,56.0%
First,Gael Monfils,7-6(5) 6-3 6-3,2012,m,Gael Monfils,Marinko Matosevic,54%,55%,72%,66%,51%,37%,45%,20%,47%,38%,58%,69%
First,Gilles Simon,6-1 3-6 6-7(5) 6-3 6-2,2012,m,Gilles Simon,Danai Udomchoke,54%,61%,67%,58%,63%,49%,77%,45%,46%,35%,68%,76%
First,Julien Benneteau,6-4 6-2 7-5,2012,m,Julien Benneteau,Karol Beck,63%,56%,70%,62%,74%,51%,42%,33%,43%,29%,71.0%,62.0%
First,Matthew Ebden,6-3 7-6(1) 6-2,2012,m,Matthew Ebden,Joao Souza,70%,65%,82%,63%,52%,41%,25%,50%,45%,27%,63%,69%
First,Kei Nishikori,6-1 7-6(7) 6-0,2012,m,Kei Nishikori,Stephane Robert,71%,49%,77%,62%,48%,34%,58%,33%,52%,31%,64%,76%
First,Marcel Granollers,6-0 7-6(4) 5-7 5-7 6-3,2012,m,Marcel Granollers,Jesse Levine,63%,69%,84%,67%,47%,45%,31%,43%,40%,30%,62.0%,69.0%
First,Frederico Gil,2-6 6-1 6-1 4-1 ret.,2012,m,Frederico Gil,Ivan Dodig,72%,51%,64%,63%,64%,26%,67%,21%,55%,36%,67.0%,60.0%
First,Ricardo Mello,6-4 6-4 7-5,2012,m,Ricardo Mello,Roberto Bautista-Agut,67%,56%,68%,63%,55%,37%,58%,44%,49%,37%,71.0%,60.0%
First,Jo-Wilfried Tsonga,6-4 3-6 6-2 7-5,2012,m,Jo-Wilfried Tsonga,Denis Istomin,49%,69%,71%,64%,56%,54%,67%,33%,39%,37%,70%,55%
First,Mardy Fish,6-4 6-4 6-2,2012,m,Mardy Fish,Gilles Muller,62%,66%,91%,69%,64%,45%,31%,0%,39%,19%,78%,59%
First,Alejandro Falla,6-3 6-2 3-6 6-1,2012,m,Alejandro Falla,Fabio Fognini,66%,55%,68%,65%,53%,38%,64%,29%,47%,37%,71.0%,63.0%
First,Pere Riba,7-6(2) 2-6 6-4 7-6(5),2012,m,Pere Riba,Albert Montanes,61%,66%,70%,66%,48%,49%,36%,43%,40%,39%,69.0%,58.0%
First,Philipp Kohlschreiber,7-5 4-6 6-3 6-7(4) 6-0,2012,m,Philipp Kohlschreiber,Juan Monaco,59%,71%,76%,62%,59%,50%,57%,38%,42%,31%,65%,80%
First,Yen-Hsun Lu,6-4 3-6 6-1 3-6 6-3,2012,m,Yen-Hsun Lu,Rik de Voest,59%,67%,78%,67%,46%,52%,50%,33%,38%,35%,72.0%,70.0%
First,Florent Serra,6-7(3) 3-6 5-4 ret.,2012,m,Florent Serra,Steve Darcis,61%,75%,58%,65%,50%,48%,30%,38%,39%,45%,68.0%,58.0%
First,Blaz Kavcic,6-4 6-3 6-4,2012,m,Blaz Kavcic,James Ward,60%,47%,74%,67%,50%,45%,45%,43%,45%,36%,59.0%,63.0%
First,Juan Martin Del Potro,2-6 6-1 7-5 6-4,2012,m,Juan Martin Del Potro,Adrian Mannarino,58%,68%,75%,70%,40%,34%,75%,31%,42%,40%,45%,76%
First,Alexandr Dolgopolov,1-6 4-6 6-1 6-1 6-2,2012,m,Alexandr Dolgopolov,Greg Jones,57%,54%,79%,69%,57%,38%,44%,80%,45%,30%,70%,63%
First,Tobias Kamke,6-2 6-1 6-2,2012,m,Tobias Kamke,Victor Hanescu,56%,75%,73%,45%,62%,38%,33%,100%,57%,32%,69.0%,58.0%
First,Sam Querrey,6-3 6-2 6-2,2012,m,Sam Querrey,Kenny de Schepper,58%,52%,89%,70%,50%,35%,63%,0%,46%,27%,65.0%,63.0%
First,Bernard Tomic,4-6 6-7(3) 6-4 6-2 7-5,2012,m,Bernard Tomic,Fernando Verdasco,61%,60%,70%,66%,53%,49%,33%,31%,40%,36%,74%,64%
First,Ivo Karlovic,7-6(3) 7-5 6-3,2012,m,Ivo Karlovic,Jurgen Melzer,78%,65%,75%,71%,43%,44%,50%,29%,38%,32%,65.0%,62.0%
First,Carlos Berlocq,2-6 6-3 7-6(3) 6-3,2012,m,Carlos Berlocq,Jesse Huta Galung,67%,52%,74%,78%,36%,40%,42%,38%,40%,39%,nan%,nan%
First,Andreas Beck,6-4 6-2 4-6 7-5,2012,m,Andreas Beck,Eric Prodon,63%,69%,73%,55%,49%,68%,43%,30%,41%,36%,nan%,nan%
First,Roger Federer,7-5 6-2 6-2,2012,m,Roger Federer,Alexander Kudryavtsev,63%,42%,80%,65%,56%,40%,46%,25%,49%,29%,44%,67%
First,Tomas Berdych,7-5 4-6 6-2 6-3,2012,m,Tomas Berdych,Albert Ramos,52%,52%,88%,69%,52%,52%,71%,50%,39%,29%,57%,88%
First,Olivier Rochus,6-1 6-4 6-0,2012,m,Olivier Rochus,Bjorn Phau,60%,49%,80%,45%,67%,41%,70%,25%,57%,25%,73.0%,56.0%
First,Sergiy Stakhovsky,6-3 6-7(9) 4-6 6-3 7-5,2012,m,Sergiy Stakhovsky,Illya Marchenko,64%,55%,66%,68%,52%,43%,32%,31%,43%,39%,66.0%,61.0%
First,Kevin Anderson,6-1 6-2 6-4,2012,m,Kevin Anderson,Frederik Nielsen,64%,60%,75%,58%,55%,34%,46%,17%,51%,33%,65.0%,63.0%
First,Stanislas Wawrinka,6-1 6-1 7-5,2012,m,Stanislas Wawrinka,Benoit Paire,60%,54%,69%,62%,62%,29%,64%,9%,53%,34%,58%,85%
First,Marcos Baghdatis,6-1 7-6(5) 6-2,2012,m,Marcos Baghdatis,Benjamin Becker,45%,56%,92%,73%,59%,37%,75%,17%,43%,26%,69%,64%
First,Grigor Dimitrov,4-6 6-3 3-6 6-4 6-4,2012,m,Grigor Dimitrov,Jeremy Chardy,58%,54%,74%,83%,52%,48%,27%,14%,34%,35%,76%,66%
First,Nicolas Almagro,1-6 7-5 6-3 7-5,2012,m,Nicolas Almagro,Lukasz Kubot,64%,54%,76%,72%,47%,47%,36%,25%,40%,35%,55%,63%
First,John Isner,6-4 6-4 7-6(1),2012,m,John Isner,Benjamin Mitchell,66%,48%,86%,77%,50%,51%,38%,17%,36%,26%,58%,69%
First,David Nalbandian,6-4 4-2 ret.,2012,m,David Nalbandian,Jarkko Nieminen,57%,62%,56%,44%,63%,55%,80%,50%,52%,41%,76%,43%
First,Flavio Cipolla,6-4 4-6 3-6 6-2 6-1,2012,m,Flavio Cipolla,Nikolay Davydenko,78%,65%,56%,53%,53%,44%,50%,82%,50%,45%,66.0%,66.0%
First,Feliciano Lopez,7-6(5) 6-3 7-6(2),2012,m,Feliciano Lopez,Leonardo Mayer,57%,54%,77%,72%,56%,52%,20%,8%,37%,32%,68.0%,59.0%
First,Lukas Lacko,3-6 4-6 6-3 6-4 6-4,2012,m,Lukas Lacko,Ivan Ljubicic,64%,59%,81%,76%,64%,52%,36%,38%,34%,25%,70.0%,67.0%
First,Donald Young,6-1 6-2 4-6 1-6 6-2,2012,m,Donald Young,Peter Gojowczyk,62%,59%,67%,57%,52%,43%,53%,44%,49%,38%,72.0%,71.0%
First,Tommy Haas,7-6(5) 3-6 6-0 7-5,2012,m,Tommy Haas,Denis Kudla,70%,57%,82%,72%,61%,48%,31%,67%,38%,24%,75.0%,61.0%
First,Rafael Nadal,6-4 6-1 6-1,2012,m,Rafael Nadal,Alex Kuznetsov,68%,65%,86%,49%,65%,46%,60%,0%,52%,21%,85%,36%
Final,Novak Djokovic,6-7(2) 7-6(3) 6-3 6-2,2013,m,Novak Djokovic,Andy Murray,63%,60%,75%,81%,66%,46%,27%,0%,33%,28%,85%,60%
semi,Andy Murray,6-4 6-7(5) 6-3 6-7(2) 6-2,2013,m,Andy Murray,Roger Federer,64%,61%,75%,73%,63%,42%,38%,33%,39%,29%,67%,66%
semi,Novak Djokovic,6-2 6-2 6-1,2013,m,Novak Djokovic,David Ferrer,63%,60%,91%,56%,79%,30%,100%,35.0%,55%,14%,81%,33%
quarter,Andy Murray,6-4 6-1 6-2,2013,m,Andy Murray,Jeremy Chardy,68%,68%,80%,60%,29%,20%,73%,40%,53%,36%,85%,59%
quarter,Roger Federer,7-6(4) 4-6 7-6(4) 3-6 6-3,2013,m,Roger Federer,Jo-Wilfried Tsonga,61%,67%,77%,75%,56%,47%,22%,56%,34%,31%,72%,66%
quarter,Novak Djokovic,6-1 4-6 6-1 6-4,2013,m,Novak Djokovic,Tomas Berdych,67%,60%,78%,66%,63%,42%,43%,25%,44%,27%,85%,73%
quarter,David Ferrer,4-6 4-6 7-5 7-6(4) 6-2,2013,m,David Ferrer,Nicolas Almagro,69%,47%,72%,73%,50%,47%,38%,58%,41%,35%,80%,73%
Fourth,Roger Federer,6-4 7-6(4) 6-2,2013,m,Roger Federer,Milos Raonic,64%,67%,90%,70%,75%,50%,43%,35.0%,36%,15%,93%,60%
